image_id,image_path,width,height,num_gt,gt_pallet_truck,gt_forklift,gt_pallet,real_tp,real_fp,real_fn,real_precision,real_recall,real_f1,real_mean_iou,real_num_preds,real_max_score,base_synth_tp,base_synth_fp,base_synth_fn,base_synth_precision,base_synth_recall,base_synth_f1,base_synth_mean_iou,base_synth_num_preds,base_synth_max_score,opt0_tp,opt0_fp,opt0_fn,opt0_precision,opt0_recall,opt0_f1,opt0_mean_iou,opt0_num_preds,opt0_max_score,opt0_beats_real,opt0_beats_base_synth,opt0_beats_both,opt0_f1_gain_vs_real,opt0_f1_gain_vs_base_synth,opt0_f1_gain_min
17674,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576593978.8472974.jpg,1280,800,45,1,1,43,33,15,12,0.6875,0.7333,0.7097,0.6248,48,0.896,36,9,9,0.8,0.8,0.8,0.6396,45,0.8276,36,7,9,0.8372,0.8,0.8182,0.6463,43,0.7872,True,True,True,0.1085,0.0182,0.0182
17676,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594033.1590245.jpg,1280,800,2,0,0,2,1,3,1,0.25,0.5,0.3333,0.5288,4,0.66,1,3,1,0.25,0.5,0.3333,0.6173,4,0.7317,1,2,1,0.3333,0.5,0.4,0.627,3,0.7301,True,True,True,0.0667,0.0667,0.0667
17677,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594074.0953732.jpg,1280,800,1,0,0,1,1,2,0,0.3333,1.0,0.5,0.6685,3,0.5033,1,0,0,1.0,1.0,1.0,0.7149,1,0.4123,1,0,0,1.0,1.0,1.0,0.6018,1,0.6071,True,False,False,0.5,0.0,0.0
17678,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594081.843254.jpg,1280,800,36,4,0,32,20,20,16,0.5,0.5556,0.5263,0.6159,40,0.7265,17,20,19,0.4595,0.4722,0.4658,0.6479,37,0.7838,12,21,24,0.3636,0.3333,0.3478,0.6199,33,0.788,False,False,False,-0.1785,-0.118,-0.1785
17679,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594082.9448643.jpg,1280,800,25,4,0,21,11,15,14,0.4231,0.44,0.4314,0.6233,26,0.7654,11,13,14,0.4583,0.44,0.449,0.6308,24,0.8223,9,18,16,0.3333,0.36,0.3462,0.6291,27,0.8379,False,False,False,-0.0852,-0.1028,-0.1028
17680,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594095.1039414.jpg,1280,800,4,1,0,3,2,4,2,0.3333,0.5,0.4,0.6728,6,0.6453,2,2,2,0.5,0.5,0.5,0.7829,4,0.8088,1,2,3,0.3333,0.25,0.2857,0.6031,3,0.8288,False,False,False,-0.1143,-0.2143,-0.2143
17691,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594640.94822.jpg,1280,800,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0.0,0.0
17692,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594764.8957736.jpg,1280,800,50,0,1,49,37,14,13,0.7255,0.74,0.7327,0.6448,51,0.828,38,14,12,0.7308,0.76,0.7451,0.647,52,0.92,40,14,10,0.7407,0.8,0.7692,0.6678,54,0.8241,True,True,True,0.0365,0.0241,0.0241
17693,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594767.1119092.jpg,1280,800,38,0,1,37,34,6,4,0.85,0.8947,0.8718,0.6679,40,0.8343,33,8,5,0.8049,0.8684,0.8354,0.6807,41,0.8606,32,6,6,0.8421,0.8421,0.8421,0.7107,38,0.8667,False,True,False,-0.0297,0.0067,-0.0297
17694,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594768.2248445.jpg,1280,800,22,0,1,21,17,9,5,0.6538,0.7727,0.7083,0.7179,26,0.8413,19,3,3,0.8636,0.8636,0.8636,0.6846,22,0.8699,17,5,5,0.7727,0.7727,0.7727,0.682,22,0.8768,True,False,False,0.0644,-0.0909,-0.0909
17695,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594779.3298974.jpg,1280,800,72,3,0,69,63,6,9,0.913,0.875,0.8936,0.7061,69,0.8257,59,13,13,0.8194,0.8194,0.8194,0.6711,72,0.8737,60,9,12,0.8696,0.8333,0.8511,0.7067,69,0.879,False,True,False,-0.0425,0.0317,-0.0425
17696,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594812.532667.jpg,1280,800,31,3,0,28,21,16,10,0.5676,0.6774,0.6176,0.6477,37,0.8031,15,18,16,0.4545,0.4839,0.4687,0.6754,33,0.8266,13,27,18,0.325,0.4194,0.3662,0.6573,40,0.8421,False,False,False,-0.2514,-0.1025,-0.2514
17697,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594821.403913.jpg,1280,800,22,0,0,22,14,13,8,0.5185,0.6364,0.5714,0.6315,27,0.6903,11,9,11,0.55,0.5,0.5238,0.6297,20,0.7072,12,10,10,0.5455,0.5455,0.5455,0.6545,22,0.7447,False,True,False,-0.0259,0.0217,-0.0259
17698,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594902.1058748.jpg,1280,800,5,0,0,5,0,0,5,0.0,0.0,0.0,0.0,0,0.0,0,0,5,0.0,0.0,0.0,0.0,0,0.0,0,0,5,0.0,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0.0,0.0
17699,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576594950.7558177.jpg,1280,800,4,0,0,4,0,1,4,0.0,0.0,0.0,0.0,1,0.3128,0,0,4,0.0,0.0,0.0,0.0,0,0.0,0,0,4,0.0,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0.0,0.0
17700,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595002.6418915.jpg,1280,800,4,0,0,4,0,0,4,0.0,0.0,0.0,0.0,0,0.0,0,0,4,0.0,0.0,0.0,0.0,0,0.0,0,0,4,0.0,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0.0,0.0
17708,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595254.908864.jpg,1280,800,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,3,0.4954,0,2,0,0.0,0.0,0.0,0.0,2,0.7046,0,2,0,0.0,0.0,0.0,0.0,2,0.6441,False,False,False,0.0,0.0,0.0
17711,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595467.4275799.jpg,1280,800,9,0,0,9,3,9,6,0.25,0.3333,0.2857,0.6921,12,0.6205,4,7,5,0.3636,0.4444,0.4,0.629,11,0.6632,6,5,3,0.5455,0.6667,0.6,0.704,11,0.6589,True,True,True,0.3143,0.2,0.2
17712,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595485.205702.jpg,1280,800,30,0,0,30,24,11,6,0.6857,0.8,0.7385,0.6891,35,0.8003,24,11,6,0.6857,0.8,0.7385,0.6709,35,0.8372,22,8,8,0.7333,0.7333,0.7333,0.6628,30,0.8118,False,False,False,-0.0052,-0.0052,-0.0052
17713,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595486.3164454.jpg,1280,800,28,0,0,28,21,9,7,0.7,0.75,0.7241,0.6807,30,0.8248,22,10,6,0.6875,0.7857,0.7333,0.676,32,0.8258,19,8,9,0.7037,0.6786,0.6909,0.6755,27,0.8414,False,False,False,-0.0332,-0.0424,-0.0424
17715,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595509.618273.jpg,1280,800,10,0,0,10,5,2,5,0.7143,0.5,0.5882,0.7631,7,0.7784,6,3,4,0.6667,0.6,0.6316,0.7229,9,0.7877,4,1,6,0.8,0.4,0.5333,0.7144,5,0.8028,False,False,False,-0.0549,-0.0983,-0.0983
17716,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595531.7959466.jpg,1280,800,11,0,0,11,9,5,2,0.6429,0.8182,0.72,0.7506,14,0.7658,10,8,1,0.5556,0.9091,0.6897,0.77,18,0.7432,8,9,3,0.4706,0.7273,0.5714,0.7615,17,0.8301,False,False,False,-0.1486,-0.1183,-0.1486
17717,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595549.511315.jpg,1280,800,9,0,0,9,5,6,4,0.4545,0.5556,0.5,0.6575,11,0.7891,6,1,3,0.8571,0.6667,0.75,0.6282,7,0.8621,4,3,5,0.5714,0.4444,0.5,0.6985,7,0.8645,False,False,False,0.0,-0.25,-0.25
17718,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595570.5960379.jpg,1280,800,5,0,0,5,1,4,4,0.2,0.2,0.2,0.8506,5,0.3449,3,1,2,0.75,0.6,0.6667,0.7569,4,0.5645,2,3,3,0.4,0.4,0.4,0.7358,5,0.629,True,False,False,0.2,-0.2667,-0.2667
17720,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595653.6005688.jpg,1280,800,7,0,0,7,6,7,1,0.4615,0.8571,0.6,0.7552,13,0.7317,6,4,1,0.6,0.8571,0.7059,0.7516,10,0.678,5,7,2,0.4167,0.7143,0.5263,0.6869,12,0.7451,False,False,False,-0.0737,-0.1796,-0.1796
17721,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595656.9178026.jpg,1280,800,6,0,0,6,5,6,1,0.4545,0.8333,0.5882,0.7145,11,0.6642,4,3,2,0.5714,0.6667,0.6154,0.7864,7,0.7837,4,6,2,0.4,0.6667,0.5,0.6697,10,0.7643,False,False,False,-0.0882,-0.1154,-0.1154
17722,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595662.4524379.jpg,1280,800,4,0,0,4,3,9,1,0.25,0.75,0.375,0.6137,12,0.7328,2,3,2,0.4,0.5,0.4444,0.5493,5,0.7917,1,6,3,0.1429,0.25,0.1818,0.5156,7,0.7997,False,False,False,-0.1932,-0.2626,-0.2626
17723,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595676.8728614.jpg,1280,800,3,0,0,3,3,2,0,0.6,1.0,0.75,0.6693,5,0.6851,2,2,1,0.5,0.6667,0.5714,0.663,4,0.7499,2,1,1,0.6667,0.6667,0.6667,0.5866,3,0.7353,False,True,False,-0.0833,0.0953,-0.0833
17724,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595677.9833026.jpg,1280,800,3,0,0,3,3,2,0,0.6,1.0,0.75,0.739,5,0.675,3,1,0,0.75,1.0,0.8571,0.803,4,0.737,2,1,1,0.6667,0.6667,0.6667,0.8336,3,0.7565,False,False,False,-0.0833,-0.1904,-0.1904
17725,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595681.313173.jpg,1280,800,2,0,0,2,2,1,0,0.6667,1.0,0.8,0.7586,3,0.7981,2,1,0,0.6667,1.0,0.8,0.7228,3,0.7702,2,0,0,1.0,1.0,1.0,0.7126,2,0.8704,True,True,True,0.2,0.2,0.2
17726,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam1/1576595741.1908524.jpg,1280,800,29,0,0,29,21,4,8,0.84,0.7241,0.7778,0.6962,25,0.8353,19,5,10,0.7917,0.6552,0.717,0.7132,24,0.8631,21,7,8,0.75,0.7241,0.7368,0.7048,28,0.8549,False,True,False,-0.041,0.0198,-0.041
