image_id,image_path,width,height,num_gt,gt_pallet_truck,gt_forklift,gt_pallet,real_tp,real_fp,real_fn,real_precision,real_recall,real_f1,real_mean_iou,real_num_preds,real_max_score,base_synth_tp,base_synth_fp,base_synth_fn,base_synth_precision,base_synth_recall,base_synth_f1,base_synth_mean_iou,base_synth_num_preds,base_synth_max_score,opt0_tp,opt0_fp,opt0_fn,opt0_precision,opt0_recall,opt0_f1,opt0_mean_iou,opt0_num_preds,opt0_max_score,opt0_beats_real,opt0_beats_base_synth,opt0_beats_both,opt0_f1_gain_vs_real,opt0_f1_gain_vs_base_synth,opt0_f1_gain_min
18072,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592038.557247.jpg,1280,960,53,0,0,53,30,39,23,0.4348,0.566,0.4918,0.6616,69,0.7504,29,38,24,0.4328,0.5472,0.4833,0.6724,67,0.789,27,33,26,0.45,0.5094,0.4779,0.6529,60,0.7595,False,False,False,-0.0139,-0.0054,-0.0139
18073,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592053.2420192.jpg,1280,960,51,0,0,51,38,17,13,0.6909,0.7451,0.717,0.6838,55,0.7566,38,11,13,0.7755,0.7451,0.76,0.7069,49,0.7924,38,14,13,0.7308,0.7451,0.7379,0.7069,52,0.7775,True,False,False,0.0209,-0.0221,-0.0221
18074,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592061.221497.jpg,1280,960,36,0,0,36,24,9,12,0.7273,0.6667,0.6957,0.6638,33,0.7785,25,16,11,0.6098,0.6944,0.6494,0.7178,41,0.8201,25,13,11,0.6579,0.6944,0.6757,0.6622,38,0.8163,False,True,False,-0.02,0.0263,-0.02
18075,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592119.7962837.jpg,1280,960,31,0,0,31,20,10,11,0.6667,0.6452,0.6557,0.6925,30,0.7841,21,14,10,0.6,0.6774,0.6364,0.6743,35,0.8294,20,10,11,0.6667,0.6452,0.6557,0.6894,30,0.8115,False,True,False,0.0,0.0193,0.0
18076,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592264.5809083.jpg,1280,960,35,0,0,35,24,18,11,0.5714,0.6857,0.6234,0.6957,42,0.7785,24,15,11,0.6154,0.6857,0.6486,0.6968,39,0.8087,24,11,11,0.6857,0.6857,0.6857,0.6934,35,0.8159,True,True,True,0.0623,0.0371,0.0371
18077,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592270.4532018.jpg,1280,960,31,0,0,31,18,9,13,0.6667,0.5806,0.6207,0.7146,27,0.7942,17,11,14,0.6071,0.5484,0.5763,0.7467,28,0.8481,20,6,11,0.7692,0.6452,0.7018,0.7176,26,0.8353,True,True,True,0.0811,0.1255,0.0811
18078,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592459.544231.jpg,1280,960,31,0,0,31,21,5,10,0.8077,0.6774,0.7368,0.6804,26,0.7279,23,5,8,0.8214,0.7419,0.7797,0.6912,28,0.8093,22,5,9,0.8148,0.7097,0.7586,0.7155,27,0.807,True,False,False,0.0218,-0.0211,-0.0211
18079,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592473.2083614.jpg,1280,960,42,0,0,42,22,15,20,0.5946,0.5238,0.557,0.7149,37,0.845,19,11,23,0.6333,0.4524,0.5278,0.6983,30,0.8752,18,10,24,0.6429,0.4286,0.5143,0.7094,28,0.8626,False,False,False,-0.0427,-0.0135,-0.0427
18080,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592475.5418637.jpg,1280,960,41,0,0,41,28,9,13,0.7568,0.6829,0.7179,0.6789,37,0.7983,23,9,18,0.7188,0.561,0.6301,0.6901,32,0.8513,20,6,21,0.7692,0.4878,0.597,0.6875,26,0.8297,False,False,False,-0.1209,-0.0331,-0.1209
18081,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592593.325396.jpg,1280,960,37,0,0,37,19,17,18,0.5278,0.5135,0.5205,0.7091,36,0.8689,22,15,15,0.5946,0.5946,0.5946,0.7104,37,0.883,22,16,15,0.5789,0.5946,0.5867,0.7227,38,0.8777,True,False,False,0.0662,-0.0079,-0.0079
18082,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592622.516215.jpg,1280,960,18,0,0,18,5,8,13,0.3846,0.2778,0.3226,0.725,13,0.8273,5,2,13,0.7143,0.2778,0.4,0.7005,7,0.8569,7,4,11,0.6364,0.3889,0.4828,0.6862,11,0.8643,True,True,True,0.1602,0.0828,0.0828
18083,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592623.6168497.jpg,1280,960,10,0,0,10,7,7,3,0.5,0.7,0.5833,0.7466,14,0.8124,5,2,5,0.7143,0.5,0.5882,0.7372,7,0.8932,3,4,7,0.4286,0.3,0.3529,0.7789,7,0.9067,False,False,False,-0.2304,-0.2353,-0.2353
18084,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592628.2405427.jpg,1280,960,10,0,0,10,8,7,2,0.5333,0.8,0.64,0.7315,15,0.884,5,4,5,0.5556,0.5,0.5263,0.7548,9,0.8536,4,4,6,0.5,0.4,0.4444,0.7302,8,0.9074,False,False,False,-0.1956,-0.0819,-0.1956
18085,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592639.8613625.jpg,1280,960,6,0,0,6,4,0,2,1.0,0.6667,0.8,0.7271,4,0.7806,4,0,2,1.0,0.6667,0.8,0.7322,4,0.8151,4,1,2,0.8,0.6667,0.7273,0.6818,5,0.82,False,False,False,-0.0727,-0.0727,-0.0727
18086,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592642.170992.jpg,1280,960,14,0,0,14,10,2,4,0.8333,0.7143,0.7692,0.7373,12,0.7953,9,3,5,0.75,0.6429,0.6923,0.7403,12,0.839,8,1,6,0.8889,0.5714,0.6957,0.7535,9,0.8258,False,True,False,-0.0735,0.0034,-0.0735
18087,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592649.1018047.jpg,1280,960,23,0,0,23,21,9,2,0.7,0.913,0.7925,0.706,30,0.8452,20,6,3,0.7692,0.8696,0.8163,0.6905,26,0.8724,20,6,3,0.7692,0.8696,0.8163,0.6879,26,0.8702,True,False,False,0.0238,0.0,0.0
18088,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592656.0728772.jpg,1280,960,3,0,0,3,1,3,2,0.25,0.3333,0.2857,0.633,4,0.6634,3,3,0,0.5,1.0,0.6667,0.5915,6,0.791,1,3,2,0.25,0.3333,0.2857,0.5636,4,0.8847,False,False,False,0.0,-0.381,-0.381
18089,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592676.994268.jpg,1280,960,14,0,0,14,10,7,4,0.5882,0.7143,0.6452,0.7521,17,0.8648,10,10,4,0.5,0.7143,0.5882,0.703,20,0.8381,10,2,4,0.8333,0.7143,0.7692,0.7081,12,0.8637,True,True,True,0.124,0.181,0.124
18090,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592678.1032975.jpg,1280,960,14,0,0,14,13,7,1,0.65,0.9286,0.7647,0.745,20,0.8938,12,5,2,0.7059,0.8571,0.7742,0.7207,17,0.8624,12,3,2,0.8,0.8571,0.8276,0.7317,15,0.8476,True,True,True,0.0629,0.0534,0.0534
18091,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592683.6543531.jpg,1280,960,13,0,0,13,10,6,3,0.625,0.7692,0.6897,0.7189,16,0.8661,10,7,3,0.5882,0.7692,0.6667,0.7316,17,0.8793,11,6,2,0.6471,0.8462,0.7333,0.6959,17,0.834,True,True,True,0.0436,0.0666,0.0436
18092,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592742.0851896.jpg,1280,960,23,0,0,23,18,8,5,0.6923,0.7826,0.7347,0.7636,26,0.8638,14,5,9,0.7368,0.6087,0.6667,0.7411,19,0.8889,14,9,9,0.6087,0.6087,0.6087,0.734,23,0.8736,False,False,False,-0.126,-0.058,-0.126
18093,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592746.7789822.jpg,1280,960,18,2,0,16,11,8,7,0.5789,0.6111,0.5946,0.748,19,0.8454,11,7,7,0.6111,0.6111,0.6111,0.6827,18,0.8682,10,8,8,0.5556,0.5556,0.5556,0.7382,18,0.8911,False,False,False,-0.039,-0.0555,-0.0555
18094,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592758.3011672.jpg,1280,960,22,3,0,19,4,3,18,0.5714,0.1818,0.2759,0.764,7,0.8038,4,7,18,0.3636,0.1818,0.2424,0.7466,11,0.7806,7,3,15,0.7,0.3182,0.4375,0.7043,10,0.8031,True,True,True,0.1616,0.1951,0.1616
18095,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592761.7877562.jpg,1280,960,25,2,0,23,11,13,14,0.4583,0.44,0.449,0.6486,24,0.8529,9,11,16,0.45,0.36,0.4,0.6315,20,0.7987,8,8,17,0.5,0.32,0.3902,0.6501,16,0.7915,False,False,False,-0.0588,-0.0098,-0.0588
18096,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592766.5129907.jpg,1280,960,21,1,0,20,13,8,8,0.619,0.619,0.619,0.7064,21,0.7789,13,3,8,0.8125,0.619,0.7027,0.731,16,0.7783,13,6,8,0.6842,0.619,0.65,0.6457,19,0.6559,True,False,False,0.031,-0.0527,-0.0527
18097,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592770.0453465.jpg,1280,960,1,0,1,0,0,2,1,0.0,0.0,0.0,0.0,2,0.5642,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,False,False,False,0.0,0.0,0.0
18099,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592893.506345.jpg,1280,960,29,0,0,29,15,43,14,0.2586,0.5172,0.3448,0.6997,58,0.8072,18,38,11,0.3214,0.6207,0.4235,0.6768,56,0.8042,17,37,12,0.3148,0.5862,0.4096,0.6808,54,0.8027,True,False,False,0.0648,-0.0139,-0.0139
18100,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592899.0502965.jpg,1280,960,26,0,0,26,16,38,10,0.2963,0.6154,0.4,0.64,54,0.7345,16,34,10,0.32,0.6154,0.4211,0.6223,50,0.7925,16,34,10,0.32,0.6154,0.4211,0.6316,50,0.7563,True,False,False,0.0211,0.0,0.0
18101,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592900.1607049.jpg,1280,960,40,0,0,40,19,35,21,0.3519,0.475,0.4043,0.6258,54,0.7373,21,26,19,0.4468,0.525,0.4828,0.6343,47,0.7751,20,27,20,0.4255,0.5,0.4598,0.644,47,0.7439,True,False,False,0.0555,-0.023,-0.023
18102,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592909.0538595.jpg,1280,960,27,0,0,27,15,34,12,0.3061,0.5556,0.3947,0.6207,49,0.763,19,22,8,0.4634,0.7037,0.5588,0.6318,41,0.8175,16,21,11,0.4324,0.5926,0.5,0.6467,37,0.8297,True,False,False,0.1053,-0.0588,-0.0588
18103,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592911.27604.jpg,1280,960,27,0,0,27,12,23,15,0.3429,0.4444,0.3871,0.6631,35,0.7587,16,20,11,0.4444,0.5926,0.5079,0.6369,36,0.8315,15,17,12,0.4688,0.5556,0.5085,0.6532,32,0.8396,True,True,True,0.1214,0.0006,0.0006
18104,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592915.7162588.jpg,1280,960,17,0,0,17,8,17,9,0.32,0.4706,0.381,0.6697,25,0.8351,10,14,7,0.4167,0.5882,0.4878,0.6407,24,0.8451,9,10,8,0.4737,0.5294,0.5,0.6021,19,0.8603,True,True,True,0.119,0.0122,0.0122
18106,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592942.2611804.jpg,1280,960,28,3,0,25,18,25,10,0.4186,0.6429,0.507,0.6975,43,0.8248,21,25,7,0.4565,0.75,0.5676,0.713,46,0.8562,21,25,7,0.4565,0.75,0.5676,0.7202,46,0.86,True,False,False,0.0606,0.0,0.0
18107,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576592961.123327.jpg,1280,960,17,3,0,14,7,12,10,0.3684,0.4118,0.3889,0.6675,19,0.8111,9,13,8,0.4091,0.5294,0.4615,0.6645,22,0.8497,8,9,9,0.4706,0.4706,0.4706,0.7107,17,0.842,True,True,True,0.0817,0.0091,0.0091
18108,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593013.2912467.jpg,1280,960,3,0,1,2,2,3,1,0.4,0.6667,0.5,0.851,5,0.8757,2,1,1,0.6667,0.6667,0.6667,0.9028,3,0.9082,2,2,1,0.5,0.6667,0.5714,0.8884,4,0.8793,True,False,False,0.0714,-0.0953,-0.0953
18109,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593017.7446518.jpg,1280,960,3,0,1,2,2,1,1,0.6667,0.6667,0.6667,0.7011,3,0.8837,3,1,0,0.75,1.0,0.8571,0.7528,4,0.7296,2,1,1,0.6667,0.6667,0.6667,0.6712,3,0.7705,False,False,False,0.0,-0.1904,-0.1904
18110,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593019.9726992.jpg,1280,960,2,0,1,1,1,3,1,0.25,0.5,0.3333,0.8681,4,0.6392,1,1,1,0.5,0.5,0.5,0.902,2,0.8021,1,2,1,0.3333,0.5,0.4,0.8716,3,0.7068,True,False,False,0.0667,-0.1,-0.1
18111,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593023.3032465.jpg,1280,960,2,0,1,1,1,2,1,0.3333,0.5,0.4,0.7387,3,0.8272,2,0,0,1.0,1.0,1.0,0.7927,2,0.8084,2,1,0,0.6667,1.0,0.8,0.808,3,0.6757,True,False,False,0.4,-0.2,-0.2
18112,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593028.8559294.jpg,1280,960,18,0,1,17,11,9,7,0.55,0.6111,0.5789,0.636,20,0.8007,12,6,6,0.6667,0.6667,0.6667,0.6608,18,0.8401,12,6,6,0.6667,0.6667,0.6667,0.6749,18,0.8436,True,False,False,0.0878,0.0,0.0
18113,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593056.550383.jpg,1280,960,33,0,0,33,31,5,2,0.8611,0.9394,0.8986,0.7216,36,0.8447,31,8,2,0.7949,0.9394,0.8611,0.7448,39,0.8905,29,4,4,0.8788,0.8788,0.8788,0.7476,33,0.8548,False,True,False,-0.0198,0.0177,-0.0198
18114,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593070.9639418.jpg,1280,960,30,0,0,30,20,13,10,0.6061,0.6667,0.6349,0.731,33,0.8382,20,13,10,0.6061,0.6667,0.6349,0.7516,33,0.8818,19,15,11,0.5588,0.6333,0.5938,0.7329,34,0.8842,False,False,False,-0.0411,-0.0411,-0.0411
18115,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593073.1766663.jpg,1280,960,28,0,0,28,19,15,9,0.5588,0.6786,0.6129,0.7212,34,0.8443,18,15,10,0.5455,0.6429,0.5902,0.709,33,0.8823,20,12,8,0.625,0.7143,0.6667,0.7331,32,0.8461,True,True,True,0.0538,0.0765,0.0538
18116,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593089.7888634.jpg,1280,960,24,0,0,24,20,9,4,0.6897,0.8333,0.7547,0.7708,29,0.8071,20,11,4,0.6452,0.8333,0.7273,0.7439,31,0.8418,22,8,2,0.7333,0.9167,0.8148,0.7499,30,0.8377,True,True,True,0.0601,0.0875,0.0601
18117,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593114.0787768.jpg,1280,960,1,0,0,1,1,0,0,1.0,1.0,1.0,0.9196,1,0.7271,1,1,0,0.5,1.0,0.6667,0.7863,2,0.7058,1,0,0,1.0,1.0,1.0,0.784,1,0.4412,False,True,False,0.0,0.3333,0.0
18118,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593119.6023958.jpg,1280,960,17,0,0,17,8,5,9,0.6154,0.4706,0.5333,0.7125,13,0.7344,10,5,7,0.6667,0.5882,0.625,0.6796,15,0.8259,8,5,9,0.6154,0.4706,0.5333,0.7108,13,0.788,False,False,False,0.0,-0.0917,-0.0917
18119,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593122.9032156.jpg,1280,960,65,0,0,65,37,33,28,0.5286,0.5692,0.5481,0.6648,70,0.797,38,35,27,0.5205,0.5846,0.5507,0.6687,73,0.8589,35,45,30,0.4375,0.5385,0.4828,0.681,80,0.8287,False,False,False,-0.0653,-0.0679,-0.0679
18120,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593133.9669495.jpg,1280,960,37,0,0,37,18,17,19,0.5143,0.4865,0.5,0.71,35,0.7831,22,19,15,0.5366,0.5946,0.5641,0.6925,41,0.8377,19,22,18,0.4634,0.5135,0.4872,0.7036,41,0.8094,False,False,False,-0.0128,-0.0769,-0.0769
18121,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593137.303256.jpg,1280,960,22,0,0,22,15,9,7,0.625,0.6818,0.6522,0.6916,24,0.8185,17,10,5,0.6296,0.7727,0.6939,0.668,27,0.8763,15,12,7,0.5556,0.6818,0.6122,0.6953,27,0.8564,False,False,False,-0.04,-0.0817,-0.0817
18122,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593142.855982.jpg,1280,960,38,0,0,38,23,16,15,0.5897,0.6053,0.5974,0.6903,39,0.8559,25,9,13,0.7353,0.6579,0.6944,0.6693,34,0.8317,26,11,12,0.7027,0.6842,0.6933,0.679,37,0.8532,True,False,False,0.0959,-0.0011,-0.0011
18123,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593143.9579284.jpg,1280,960,31,0,0,31,24,6,7,0.8,0.7742,0.7869,0.7006,30,0.8723,25,3,6,0.8929,0.8065,0.8475,0.6823,28,0.8641,23,4,8,0.8519,0.7419,0.7931,0.6865,27,0.8792,True,False,False,0.0062,-0.0544,-0.0544
18124,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593145.0656834.jpg,1280,960,35,0,0,35,23,14,12,0.6216,0.6571,0.6389,0.7188,37,0.8643,23,7,12,0.7667,0.6571,0.7077,0.7337,30,0.8332,24,11,11,0.6857,0.6857,0.6857,0.7164,35,0.8349,True,False,False,0.0468,-0.022,-0.022
18125,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593150.6195965.jpg,1280,960,31,0,0,31,17,7,14,0.7083,0.5484,0.6182,0.7393,24,0.8227,15,6,16,0.7143,0.4839,0.5769,0.7236,21,0.8549,17,7,14,0.7083,0.5484,0.6182,0.7081,24,0.8484,False,True,False,0.0,0.0413,0.0
18126,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593155.060693.jpg,1280,960,36,0,0,36,24,6,12,0.8,0.6667,0.7273,0.7222,30,0.7799,18,4,18,0.8182,0.5,0.6207,0.7576,22,0.8102,21,3,15,0.875,0.5833,0.7,0.7304,24,0.8111,False,True,False,-0.0273,0.0793,-0.0273
18127,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593198.215531.jpg,1280,960,6,0,0,6,5,5,1,0.5,0.8333,0.625,0.6692,10,0.6922,1,0,5,1.0,0.1667,0.2857,0.6828,1,0.7412,1,0,5,1.0,0.1667,0.2857,0.6699,1,0.7852,False,False,False,-0.3393,0.0,-0.3393
18128,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593200.4289453.jpg,1280,960,4,0,1,3,3,1,1,0.75,0.75,0.75,0.8215,4,0.7935,3,2,1,0.6,0.75,0.6667,0.8443,5,0.8214,2,3,2,0.4,0.5,0.4444,0.799,5,0.8126,False,False,False,-0.3056,-0.2223,-0.3056
18129,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593209.3007674.jpg,1280,960,2,0,1,1,1,0,1,1.0,0.5,0.6667,0.7894,1,0.5154,1,0,1,1.0,0.5,0.6667,0.7032,1,0.6121,1,0,1,1.0,0.5,0.6667,0.7026,1,0.7133,False,False,False,0.0,0.0,0.0
18130,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593233.6946425.jpg,1280,960,38,0,0,38,30,17,8,0.6383,0.7895,0.7059,0.7136,47,0.816,28,17,10,0.6222,0.7368,0.6747,0.7197,45,0.8001,25,11,13,0.6944,0.6579,0.6757,0.7226,36,0.8037,False,True,False,-0.0302,0.001,-0.0302
18131,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593235.9094927.jpg,1280,960,32,0,0,32,26,16,6,0.619,0.8125,0.7027,0.6889,42,0.8445,23,15,9,0.6053,0.7188,0.6571,0.673,38,0.8675,21,18,11,0.5385,0.6562,0.5915,0.6709,39,0.8233,False,False,False,-0.1112,-0.0656,-0.1112
18132,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593242.5555046.jpg,1280,960,31,0,0,31,25,17,6,0.5952,0.8065,0.6849,0.6961,42,0.7522,22,20,9,0.5238,0.7097,0.6027,0.7251,42,0.8397,24,16,7,0.6,0.7742,0.6761,0.704,40,0.8176,False,True,False,-0.0088,0.0734,-0.0088
18133,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593251.4048874.jpg,1280,960,38,0,0,38,26,16,12,0.619,0.6842,0.65,0.7085,42,0.8346,27,17,11,0.6136,0.7105,0.6585,0.6991,44,0.8636,27,13,11,0.675,0.7105,0.6923,0.7131,40,0.8314,True,True,True,0.0423,0.0338,0.0338
18134,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593253.629489.jpg,1280,960,39,0,0,39,27,15,12,0.6429,0.6923,0.6667,0.718,42,0.8083,29,18,10,0.617,0.7436,0.6744,0.705,47,0.8316,27,9,12,0.75,0.6923,0.72,0.6861,36,0.8257,True,True,True,0.0533,0.0456,0.0456
18135,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593262.5101116.jpg,1280,960,25,0,0,25,20,10,5,0.6667,0.8,0.7273,0.7151,30,0.8303,19,13,6,0.5938,0.76,0.6667,0.7262,32,0.8588,22,9,3,0.7097,0.88,0.7857,0.7071,31,0.8259,True,True,True,0.0584,0.119,0.0584
18136,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593270.2766628.jpg,1280,960,22,0,0,22,17,11,5,0.6071,0.7727,0.68,0.7379,28,0.7915,20,10,2,0.6667,0.9091,0.7692,0.7124,30,0.8351,18,8,4,0.6923,0.8182,0.75,0.7379,26,0.8338,True,False,False,0.07,-0.0192,-0.0192
18137,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593274.702095.jpg,1280,960,19,0,0,19,15,7,4,0.6818,0.7895,0.7317,0.7254,22,0.843,16,5,3,0.7619,0.8421,0.8,0.6978,21,0.8039,16,4,3,0.8,0.8421,0.8205,0.6862,20,0.8292,True,True,True,0.0888,0.0205,0.0205
18138,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593286.8811927.jpg,1280,960,7,0,0,7,7,2,0,0.7778,1.0,0.875,0.7609,9,0.8783,6,0,1,1.0,0.8571,0.9231,0.8227,6,0.8832,6,1,1,0.8571,0.8571,0.8571,0.783,7,0.9046,False,False,False,-0.0179,-0.066,-0.066
18139,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593289.0989368.jpg,1280,960,6,0,0,6,6,0,0,1.0,1.0,1.0,0.7431,6,0.8637,6,3,0,0.6667,1.0,0.8,0.7882,9,0.876,5,2,1,0.7143,0.8333,0.7692,0.7928,7,0.8695,False,False,False,-0.2308,-0.0308,-0.2308
18140,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593318.910276.jpg,1280,960,26,0,0,26,16,4,10,0.8,0.6154,0.6957,0.7535,20,0.853,19,1,7,0.95,0.7308,0.8261,0.7163,20,0.862,15,5,11,0.75,0.5769,0.6522,0.7538,20,0.8387,False,False,False,-0.0435,-0.1739,-0.1739
18141,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593320.0221977.jpg,1280,960,22,0,0,22,13,8,9,0.619,0.5909,0.6047,0.7271,21,0.8623,15,6,7,0.7143,0.6818,0.6977,0.7355,21,0.8659,13,9,9,0.5909,0.5909,0.5909,0.7311,22,0.8441,False,False,False,-0.0138,-0.1068,-0.1068
18142,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593346.6008208.jpg,1280,960,29,0,0,29,20,14,9,0.5882,0.6897,0.6349,0.7248,34,0.8488,20,12,9,0.625,0.6897,0.6557,0.7405,32,0.8445,20,10,9,0.6667,0.6897,0.678,0.7339,30,0.8339,True,True,True,0.0431,0.0223,0.0223
18143,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593354.3458176.jpg,1280,960,24,0,0,24,16,5,8,0.7619,0.6667,0.7111,0.7387,21,0.8556,18,6,6,0.75,0.75,0.75,0.7389,24,0.8834,17,8,7,0.68,0.7083,0.6939,0.7628,25,0.8706,False,False,False,-0.0172,-0.0561,-0.0561
18144,/Users/orram/Tensorleap/data/warehouse/dataset/subset-3/2019-12-17_10/Cam3/1576593357.6272538.jpg,1280,960,24,0,0,24,17,7,7,0.7083,0.7083,0.7083,0.7344,24,0.8712,19,9,5,0.6786,0.7917,0.7308,0.7148,28,0.8895,19,6,5,0.76,0.7917,0.7755,0.7124,25,0.8856,True,True,True,0.0672,0.0447,0.0447
